file,id,image_date,experiment,block,treatment,height,band,band_nm,replicate,cv,sd,skew,kurtosis,date_cover,richness,simpsons,shannon,date_biomass,tot_biomass,graminoids,forbs,legumes,bryophytes,woody
1430MS_20210628_DRAGNET_A_ND_2_B_1.tif,1430MS,2021-06-28,DRAGNET,A,NPK + Disturbance,2,B,450,1,32.151891510728845,24.870191066944844,1.2110746064714082,3.1952301031908243,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1431MS_20210628_DRAGNET_A_ND_2_G_1.tif,1431MS,2021-06-28,DRAGNET,A,NPK + Disturbance,2,G,560,1,35.73342229250585,22.994608255712112,1.2279457780921004,4.468157693048261,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1432MS_20210628_DRAGNET_A_ND_2_R_1.tif,1432MS,2021-06-28,DRAGNET,A,NPK + Disturbance,2,R,650,1,42.41543213617787,17.304601592475898,3.969735929256804,31.16136504778016,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1433MS_20210628_DRAGNET_A_ND_2_RE_1.tif,1433MS,2021-06-28,DRAGNET,A,NPK + Disturbance,2,RE,730,1,27.06596074455684,31.198084262791358,0.023113713668807323,-0.3877807809802083,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1434MS_20210628_DRAGNET_A_ND_2_NIR_1.tif,1434MS,2021-06-28,DRAGNET,A,NPK + Disturbance,2,NIR,840,1,23.296244782840777,30.38340040770537,-0.24284917969950845,-0.3893294929107114,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1436MS_20210628_DRAGNET_A_ND_4_B_1.tif,1436MS,2021-06-28,DRAGNET,A,NPK + Disturbance,4,B,450,1,28.628334743972484,26.992151837917362,1.0161820317976238,2.344835067076179,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1437MS_20210628_DRAGNET_A_ND_4_G_1.tif,1437MS,2021-06-28,DRAGNET,A,NPK + Disturbance,4,G,560,1,34.80628185230092,30.041091893460134,0.8938078410575283,1.872076743235163,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1438MS_20210628_DRAGNET_A_ND_4_R_1.tif,1438MS,2021-06-28,DRAGNET,A,NPK + Disturbance,4,R,650,1,41.587325798796165,25.194224050792474,2.502310454976314,11.22207828107324,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1439MS_20210628_DRAGNET_A_ND_4_RE_1.tif,1439MS,2021-06-28,DRAGNET,A,NPK + Disturbance,4,RE,730,1,23.457854774217996,30.813711691734998,-0.14748672607023344,-0.3871861490894948,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1440MS_20210628_DRAGNET_A_ND_4_NIR_1.tif,1440MS,2021-06-28,DRAGNET,A,NPK + Disturbance,4,NIR,840,1,20.53723447153539,29.69366532820444,-0.3922753075167452,-0.36858620487791427,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1442MS_20210628_DRAGNET_A_ND_6_B_1.tif,1442MS,2021-06-28,DRAGNET,A,NPK + Disturbance,6,B,450,1,25.350803319391062,26.840524944743564,0.7879900186834994,1.6442917710114973,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1443MS_20210628_DRAGNET_A_ND_6_G_1.tif,1443MS,2021-06-28,DRAGNET,A,NPK + Disturbance,6,G,560,1,32.136538948629166,31.042273810738546,0.7202411822469658,1.274528384650261,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1444MS_20210628_DRAGNET_A_ND_6_R_1.tif,1444MS,2021-06-28,DRAGNET,A,NPK + Disturbance,6,R,650,1,37.389422291464136,23.98988745300159,2.286105727956466,10.188656987275307,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1445MS_20210628_DRAGNET_A_ND_6_RE_1.tif,1445MS,2021-06-28,DRAGNET,A,NPK + Disturbance,6,RE,730,1,20.868654729961953,29.088070449966057,-0.20262395773846892,-0.2757572035728524,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1446MS_20210628_DRAGNET_A_ND_6_NIR_1.tif,1446MS,2021-06-28,DRAGNET,A,NPK + Disturbance,6,NIR,840,1,18.23765454607079,27.756783173986598,-0.43544762999022835,-0.24391419961268257,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1448MS_20210628_DRAGNET_A_ND_8_B_1.tif,1448MS,2021-06-28,DRAGNET,A,NPK + Disturbance,8,B,450,1,23.29195980548301,25.276118649523767,0.8178024051170436,1.741007520072321,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1449MS_20210628_DRAGNET_A_ND_8_G_1.tif,1449MS,2021-06-28,DRAGNET,A,NPK + Disturbance,8,G,560,1,29.538369227238555,29.669011247710102,0.6914300117663158,1.282772725156443,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1450MS_20210628_DRAGNET_A_ND_8_R_1.tif,1450MS,2021-06-28,DRAGNET,A,NPK + Disturbance,8,R,650,1,35.16662240461168,25.121116487449722,2.029046556493446,7.869146134838722,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1451MS_20210628_DRAGNET_A_ND_8_RE_1.tif,1451MS,2021-06-28,DRAGNET,A,NPK + Disturbance,8,RE,730,1,19.471148472302854,27.641734322575353,-0.13361696561078676,-0.2936960600508751,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1452MS_20210628_DRAGNET_A_ND_8_NIR_1.tif,1452MS,2021-06-28,DRAGNET,A,NPK + Disturbance,8,NIR,840,1,16.876385355763205,26.1321320253187,-0.36513947317789197,-0.26002320800859824,2021-06-25,22,0.056775000000000006,2.4605164761528378,2021-07-09,63.1,32.4,6.700000000000003,21.599999999999998,2.400000000000002,NA
1454MS_20210628_DRAGNET_A_N_2_B_1.tif,1454MS,2021-06-28,DRAGNET,A,NPK,2,B,450,1,34.96834305983839,27.074094295557167,0.9916459146662501,1.95211842302293,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1455MS_20210628_DRAGNET_A_N_2_G_1.tif,1455MS,2021-06-28,DRAGNET,A,NPK,2,G,560,1,41.05602268008045,34.64832160317477,0.5787617276655873,0.061201380991513066,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1456MS_20210628_DRAGNET_A_N_2_R_1.tif,1456MS,2021-06-28,DRAGNET,A,NPK,2,R,650,1,43.758296801375884,25.146388702406192,1.7081452474125434,5.45166348607969,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1457MS_20210628_DRAGNET_A_N_2_RE_1.tif,1457MS,2021-06-28,DRAGNET,A,NPK,2,RE,730,1,31.035404499506413,34.23733473581418,0.05121890780142177,-0.5058754941041164,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1458MS_20210628_DRAGNET_A_N_2_NIR_1.tif,1458MS,2021-06-28,DRAGNET,A,NPK,2,NIR,840,1,27.236549735153474,32.827763418586365,-0.10337573612205944,-0.5378857906655736,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1460MS_20210628_DRAGNET_A_N_4_B_1.tif,1460MS,2021-06-28,DRAGNET,A,NPK,4,B,450,1,31.774064585976728,29.691565744099762,0.8219024399597339,1.2497341621271714,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1461MS_20210628_DRAGNET_A_N_4_G_1.tif,1461MS,2021-06-28,DRAGNET,A,NPK,4,G,560,1,39.32370832055252,37.34869229079703,0.5067741393629357,-0.1287863352893912,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1462MS_20210628_DRAGNET_A_N_4_R_1.tif,1462MS,2021-06-28,DRAGNET,A,NPK,4,R,650,1,40.9669210417009,28.017319336069548,1.4479096823745545,3.778277412886192,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1463MS_20210628_DRAGNET_A_N_4_RE_1.tif,1463MS,2021-06-28,DRAGNET,A,NPK,4,RE,730,1,27.473120168863904,34.85596718151595,-0.08527086881480125,-0.6204785613885604,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1464MS_20210628_DRAGNET_A_N_4_NIR_1.tif,1464MS,2021-06-28,DRAGNET,A,NPK,4,NIR,840,1,24.189898913976013,33.27587910066161,-0.2673900669980056,-0.6090674626010042,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1466MS_20210628_DRAGNET_A_N_6_B_1.tif,1466MS,2021-06-28,DRAGNET,A,NPK,6,B,450,1,28.53343084039128,29.086732542358885,0.6662883924087479,0.7860176356603543,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1467MS_20210628_DRAGNET_A_N_6_G_1.tif,1467MS,2021-06-28,DRAGNET,A,NPK,6,G,560,1,36.75467176162548,37.4808027909151,0.4669215591111666,-0.15200931710784582,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1468MS_20210628_DRAGNET_A_N_6_R_1.tif,1468MS,2021-06-28,DRAGNET,A,NPK,6,R,650,1,37.76811018926791,27.9919078660323,1.292076547289062,3.090384140850679,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1469MS_20210628_DRAGNET_A_N_6_RE_1.tif,1469MS,2021-06-28,DRAGNET,A,NPK,6,RE,730,1,25.2085337959856,33.64823029149415,-0.05907599442185721,-0.569526000184891,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1470MS_20210628_DRAGNET_A_N_6_NIR_1.tif,1470MS,2021-06-28,DRAGNET,A,NPK,6,NIR,840,1,22.080375826839624,31.68863774874,-0.22988347391095174,-0.5748372686887739,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1472MS_20210628_DRAGNET_A_N_8_B_1.tif,1472MS,2021-06-28,DRAGNET,A,NPK,8,B,450,1,25.42865901599827,28.57359355943325,0.5866932310459604,0.7264925308119476,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1473MS_20210628_DRAGNET_A_N_8_G_1.tif,1473MS,2021-06-28,DRAGNET,A,NPK,8,G,560,1,32.98643403894891,35.78086808739845,0.409779782017961,-0.14533389458703327,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1474MS_20210628_DRAGNET_A_N_8_R_1.tif,1474MS,2021-06-28,DRAGNET,A,NPK,8,R,650,1,34.22614997837436,29.393508736146774,1.11074185752139,2.1901990976918135,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1475MS_20210628_DRAGNET_A_N_8_RE_1.tif,1475MS,2021-06-28,DRAGNET,A,NPK,8,RE,730,1,22.537354603912444,31.398458996736544,-0.06573881396957601,-0.49819761012743324,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1476MS_20210628_DRAGNET_A_N_8_NIR_1.tif,1476MS,2021-06-28,DRAGNET,A,NPK,8,NIR,840,1,19.92549748138159,29.488280178398036,-0.20235077570368687,-0.5173581652378636,2021-06-28,21,0.9917,3.1407324804533907,2021-07-09,55.900000000000006,46.6,1.2000000000000028,8.100000000000001,NA,NA
1478MS_20210628_DRAGNET_A_D_2_B_1.tif,1478MS,2021-06-28,DRAGNET,A,Disturbance,2,B,450,1,37.60813940884069,29.64334012848481,0.9016258380819299,0.8926830063248379,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1479MS_20210628_DRAGNET_A_D_2_G_1.tif,1479MS,2021-06-28,DRAGNET,A,Disturbance,2,G,560,1,44.89523578359746,34.52012448514301,0.7670183104787974,0.32619300349647773,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1480MS_20210628_DRAGNET_A_D_2_R_1.tif,1480MS,2021-06-28,DRAGNET,A,Disturbance,2,R,650,1,46.06943786159634,28.564308786915568,1.525833029423414,3.847364293314244,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1481MS_20210628_DRAGNET_A_D_2_RE_1.tif,1481MS,2021-06-28,DRAGNET,A,Disturbance,2,RE,730,1,32.77625925837331,34.79615045442684,0.10528623812811669,-0.5818040575244812,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1482MS_20210628_DRAGNET_A_D_2_NIR_1.tif,1482MS,2021-06-28,DRAGNET,A,Disturbance,2,NIR,840,1,28.056796263234567,32.84399608343315,-0.09173533049377873,-0.5799454351727715,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1484MS_20210628_DRAGNET_A_D_4_B_1.tif,1484MS,2021-06-28,DRAGNET,A,Disturbance,4,B,450,1,34.57450783756115,32.091304098418924,0.8252030759537874,0.7451863023823964,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1485MS_20210628_DRAGNET_A_D_4_G_1.tif,1485MS,2021-06-28,DRAGNET,A,Disturbance,4,G,560,1,43.88789044751969,37.41497414562502,0.7607857801468223,0.28091300202653846,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1486MS_20210628_DRAGNET_A_D_4_R_1.tif,1486MS,2021-06-28,DRAGNET,A,Disturbance,4,R,650,1,43.77548554137407,31.238742808953905,1.3095169571878789,2.6025812851188936,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1487MS_20210628_DRAGNET_A_D_4_RE_1.tif,1487MS,2021-06-28,DRAGNET,A,Disturbance,4,RE,730,1,29.70153450232519,35.43372833940554,0.06398600811683712,-0.6047821344488695,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1488MS_20210628_DRAGNET_A_D_4_NIR_1.tif,1488MS,2021-06-28,DRAGNET,A,Disturbance,4,NIR,840,1,25.62893533121335,33.74308793274004,-0.1440885316232066,-0.6363514026309858,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1490MS_20210628_DRAGNET_A_D_6_B_1.tif,1490MS,2021-06-28,DRAGNET,A,Disturbance,6,B,450,1,33.25756848044786,31.0855473528906,0.791127031739302,0.6972376645487164,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1491MS_20210628_DRAGNET_A_D_6_G_1.tif,1491MS,2021-06-28,DRAGNET,A,Disturbance,6,G,560,1,42.387921156702156,36.615250154092955,0.7275224306549248,0.2191347515224069,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1492MS_20210628_DRAGNET_A_D_6_R_1.tif,1492MS,2021-06-28,DRAGNET,A,Disturbance,6,R,650,1,42.25823672816149,30.848853260250404,1.2283616682097367,2.0392055115305228,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1493MS_20210628_DRAGNET_A_D_6_RE_1.tif,1493MS,2021-06-28,DRAGNET,A,Disturbance,6,RE,730,1,28.32033613786444,35.28397279835462,-0.037879707463028454,-0.6412864971367922,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1494MS_20210628_DRAGNET_A_D_6_NIR_1.tif,1494MS,2021-06-28,DRAGNET,A,Disturbance,6,NIR,840,1,24.419069903158515,33.446052939016084,-0.23523412547425335,-0.6383840753242214,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1496MS_20210628_DRAGNET_A_D_8_B_1.tif,1496MS,2021-06-28,DRAGNET,A,Disturbance,8,B,450,1,29.634264205745723,31.16558368659074,0.6647528992262235,0.511149485128354,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1497MS_20210628_DRAGNET_A_D_8_G_1.tif,1497MS,2021-06-28,DRAGNET,A,Disturbance,8,G,560,1,39.667617483948355,37.6516826379556,0.7238960973611488,0.3382351630055558,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1498MS_20210628_DRAGNET_A_D_8_R_1.tif,1498MS,2021-06-28,DRAGNET,A,Disturbance,8,R,650,1,39.49510599865043,32.58914912239285,1.126757982887416,1.656345150045727,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1499MS_20210628_DRAGNET_A_D_8_RE_1.tif,1499MS,2021-06-28,DRAGNET,A,Disturbance,8,RE,730,1,25.63969220874247,33.4124077408425,-0.027923134567453756,-0.5570554120339097,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1500MS_20210628_DRAGNET_A_D_8_NIR_1.tif,1500MS,2021-06-28,DRAGNET,A,Disturbance,8,NIR,840,1,22.117321699869507,31.244754031020914,-0.22583513534839705,-0.565048163615014,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1502MS_20210628_DRAGNET_A_D_10_B_1.tif,1502MS,2021-06-28,DRAGNET,A,Disturbance,NA,B,450,1,26.993338913073345,29.890970188437397,0.6188358525302191,0.4401907737515205,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1503MS_20210628_DRAGNET_A_D_10_G_1.tif,1503MS,2021-06-28,DRAGNET,A,Disturbance,NA,G,560,1,36.81675257340186,36.39030576740862,0.6912107647799881,0.37589713455245777,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1504MS_20210628_DRAGNET_A_D_10_R_1.tif,1504MS,2021-06-28,DRAGNET,A,Disturbance,NA,R,650,1,35.36841404590156,30.02792036465292,1.0461838268620718,1.5203743871134021,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1505MS_20210628_DRAGNET_A_D_10_RE_1.tif,1505MS,2021-06-28,DRAGNET,A,Disturbance,NA,RE,730,1,23.794315812032647,31.64018330089334,-0.013653054382970863,-0.5066945229000837,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1506MS_20210628_DRAGNET_A_D_10_NIR_1.tif,1506MS,2021-06-28,DRAGNET,A,Disturbance,NA,NIR,840,1,20.304099916387433,28.965242933135773,-0.20103680728805814,-0.5129668638607199,2021-06-28,24,1.3211,3.7158007527542143,2021-07-09,65.30000000000001,44.800000000000004,10.2,4.800000000000004,5.5000000000000036,NA
1514MS_20210629_DRAGNET_A_NC_2_B_1.tif,1514MS,2021-06-29,DRAGNET,A,NPK Cessation,2,B,450,1,33.17719467929448,27.002650894453303,1.023504163589327,2.0307078965047625,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1515MS_20210629_DRAGNET_A_NC_2_G_1.tif,1515MS,2021-06-29,DRAGNET,A,NPK Cessation,2,G,560,1,38.94204859506948,20.49786824198898,2.3384590323957744,12.217303700936505,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1516MS_20210629_DRAGNET_A_NC_2_R_1.tif,1516MS,2021-06-29,DRAGNET,A,NPK Cessation,2,R,650,1,48.651768886663966,16.828787178312897,5.474673321198843,43.368823650402,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1517MS_20210629_DRAGNET_A_NC_2_RE_1.tif,1517MS,2021-06-29,DRAGNET,A,NPK Cessation,2,RE,730,1,27.53698322277286,29.312906699210455,0.04432345300790991,-0.1450725094968095,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1518MS_20210629_DRAGNET_A_NC_2_NIR_1.tif,1518MS,2021-06-29,DRAGNET,A,NPK Cessation,2,NIR,840,1,24.36022845830135,31.535778797914272,-0.34558096803960636,-0.3345945655239242,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1520MS_20210629_DRAGNET_A_NC_4_B_1.tif,1520MS,2021-06-29,DRAGNET,A,NPK Cessation,4,B,450,1,31.097561257751632,26.11581940530205,1.080817499696817,2.320687536064492,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1521MS_20210629_DRAGNET_A_NC_4_G_1.tif,1521MS,2021-06-29,DRAGNET,A,NPK Cessation,4,G,560,1,39.443224072429395,22.45758891408886,2.612411890704382,15.094273990458209,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1522MS_20210629_DRAGNET_A_NC_4_R_1.tif,1522MS,2021-06-29,DRAGNET,A,NPK Cessation,4,R,650,1,51.200843755052034,19.736884614559912,5.628277415063414,45.80181432153527,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1523MS_20210629_DRAGNET_A_NC_4_RE_1.tif,1523MS,2021-06-29,DRAGNET,A,NPK Cessation,4,RE,730,1,26.081676028916963,30.35877110304275,5.801487982433115e-4,-0.14523083025984818,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1524MS_20210629_DRAGNET_A_NC_4_NIR_1.tif,1524MS,2021-06-29,DRAGNET,A,NPK Cessation,4,NIR,840,1,23.531309855920167,32.695734169475244,-0.3711684249956187,-0.5063946691989933,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1526MS_20210629_DRAGNET_A_NC_6_B_1.tif,1526MS,2021-06-29,DRAGNET,A,NPK Cessation,6,B,450,1,25.976237278578385,17.434883401549857,1.0785842460663726,2.788339741770824,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1527MS_20210629_DRAGNET_A_NC_6_G_1.tif,1527MS,2021-06-29,DRAGNET,A,NPK Cessation,6,G,560,1,38.36998255676671,22.74151475044362,2.9514293552731132,17.80855572556007,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1528MS_20210629_DRAGNET_A_NC_6_R_1.tif,1528MS,2021-06-29,DRAGNET,A,NPK Cessation,6,R,650,1,47.77260914254976,17.508021581070913,5.811757580941294,48.000460917556246,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1529MS_20210629_DRAGNET_A_NC_6_RE_1.tif,1529MS,2021-06-29,DRAGNET,A,NPK Cessation,6,RE,730,1,24.634186203973723,28.024803416759937,0.050937397577927646,-0.13447405367224885,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1530MS_20210629_DRAGNET_A_NC_6_NIR_1.tif,1530MS,2021-06-29,DRAGNET,A,NPK Cessation,6,NIR,840,1,22.383650266442636,30.743695480610644,-0.26659668857953034,-0.5281309539544035,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1532MS_20210629_DRAGNET_A_NC_8_B_1.tif,1532MS,2021-06-29,DRAGNET,A,NPK Cessation,8,B,450,1,24.60002295906477,18.075072964976012,1.012352176915001,2.2784382411795585,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
1533MS_20210629_DRAGNET_A_NC_8_G_1.tif,1533MS,2021-06-29,DRAGNET,A,NPK Cessation,8,G,560,1,35.62461833763943,24.813946640860518,2.3672931298458075,12.490880672397699,2021-06-28,23,0.7579,4.344393391526662,2021-07-09,122.4,104.3,6.300000000000001,7.199999999999999,4.600000000000001,NA
